-5.5961e-05,0.000399,0.031607,5.8592e-06,0.00049123,0.0024516,0.0001295,0.0017888,0.024513,0.00022908,0.0027008,0.026274,0.0024565,-0.0015966,-0.014914,-2.3265e-05,0.0019927,-0.004776,0.0086573,-0.018846,-0.023894,-0.0086408,0.079907,-0.17702
0.00010408,7.5e-05,0.005986,0.00021767,0.0091407,0.10143,-6.2714e-06,0.00013317,0.005296,1.3837e-05,0.00021366,-0.0058125,0.0035976,-0.004403,-0.014983,0.00031367,0.070555,-0.21842,-0.00049918,0.0056574,-0.015228,0.0024457,-0.013335,0.014793
3.6482e-05,-0.000854,-0.0027523,0.00022141,0.0060413,0.090394,1.0973e-05,0.00036483,0.0080282,4.3533e-05,0.0005886,-0.028181,0.001242,-0.0037322,-0.00060171,0.0038651,0.049941,-0.18603,-8.9796e-06,0.0055333,-0.018213,0.0051637,-0.034169,0.054149
0.00056343,0.0047763,0.056331,0.00012447,-0.0022017,-0.018761,3.1078e-05,-0.00019417,0.0067233,-1.9827e-05,0.0003078,0.015162,0.0034365,0.068093,-0.23519,-0.0019222,0.01431,-0.033907,0.0012388,0.00093535,-0.013042,-0.00044959,0.0073613,-0.02039
0.00056156,0.0048849,0.034166,0.000116,-0.0020764,-0.017713,1.2518e-05,4.4229e-05,0.016397,-5.9465e-05,-0.00021029,0.038238,0.0062986,0.040451,-0.16778,-0.00056571,0.0080531,-0.024855,0.0024792,-0.0028602,-0.015192,-0.0039873,0.031449,-0.060417
0.00040382,0.00087954,0.040833,0.00014039,-0.0021714,-0.015862,7.3e-06,0.0010275,0.021183,-1.7943e-05,0.00011057,0.0013429,0.0020537,0.051535,-0.17454,-0.0018396,0.017275,-0.040342,0.0033257,-0.0045149,-0.021015,-0.00083122,0.0027208,-0.0022989
0.00032569,0.0013322,0.029304,0.00013715,-0.0020123,-0.024945,8.4298e-05,0.0026719,0.026095,-7.3306e-06,1.7829e-05,0.007725,0.0016147,0.038534,-0.12135,0.00054347,0.00016976,-0.012177,0.0034918,0.0035318,-0.047726,-0.0015071,0.011462,-0.030686
3.9206e-05,0.0021066,0.0093839,6.349e-05,-0.00096977,0.001606,3.7529e-05,0.0040021,0.027059,9.0994e-05,0.0026071,0.029261,3.5918e-05,0.0076668,-0.019665,0.0049796,-0.017921,0.00738,-0.00047796,0.018352,-0.046817,-0.0019376,0.03381,-0.094939
1.7082e-05,0.0029129,0.15902,2.2655e-05,0.0031397,0.018062,4.0208e-05,-0.00099149,0.0062092,0.00011328,-0.00032329,-0.10474,-0.012365,0.14437,-0.33623,-0.0004598,0.01098,-0.030862,0.0024318,-0.0048996,-0.0054634,0.020327,-0.13747,0.22524
0.00013654,-0.0015506,0.019329,7.7904e-05,0.0020814,0.015063,9.7949e-05,0.0022256,-0.0062207,4.492e-05,-0.0001614,-0.019903,0.00072102,0.018672,-0.051183,0.0032537,-0.0032823,-0.018391,0.0033373,-0.011021,0.0025954,0.0036382,-0.022122,0.031294
2.7422e-05,-0.0008298,-0.0064531,0.00023754,0.010726,0.074815,1.6765e-05,0.00028871,0.0020161,2.4547e-05,-0.00068086,0.0034003,0.0018916,-0.0094861,0.012113,-0.00035082,0.06099,-0.17558,0.00033327,0.0013676,-0.0079851,-0.00034184,0.005981,-0.012045
7.5745e-05,-0.0013183,-0.028194,6.7782e-05,0.013478,0.10807,5.4918e-06,-2.3514e-05,0.0020776,6.5443e-05,-0.0013343,0.01101,0.003688,-0.023731,0.038443,-0.011933,0.11598,-0.23962,-0.0011631,0.0073095,-0.013313,0.00045204,0.0084606,-0.024864
0.00023233,0.0049771,0.0045232,4.4327e-05,0.00029663,-0.004615,7.1633e-07,-0.00074243,0.0148,0.00023178,-0.001049,0.11083,0.0038024,0.008455,-0.068774,0.0010167,-0.003021,-0.0019594,0.0012427,0.00094094,-0.0096943,-0.0054265,0.10138,-0.26204
5.2441e-05,0.0037508,0.026642,5.9969e-05,0.0010632,-0.0099184,6.1859e-05,5.3743e-05,-0.0118,9.4398e-05,0.0037135,0.17053,0.002519,0.0050201,-0.045996,0.00050653,-0.0005689,-0.0076011,-0.0012663,0.0064331,-0.010366,-0.0037376,0.10816,-0.2726
0.00019061,0.0059923,0.069456,3.0263e-05,0.00030723,-4.2939e-05,-1.3433e-05,-0.00034457,0.021748,1.1353e-05,0.0002314,-0.0044809,-0.00094163,0.058521,-0.17344,0.0010461,-0.0020922,-0.0044297,-0.00081694,0.015082,-0.035498,0.0044837,-0.024664,0.035086
